_loc,complexity,_too,volume,_pl,difficulty,_i,effort,bugs,time,total_lines,comments,blanks,unique_operators,unique_operands,total_operators,total_operands,result
4,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,5,3,6,3,0.8403
25,2,64,314.04,0.1,10.5,29.91,3297.43,0.1,183.19,17,0,5,14,16,40,24,0.2541
27,1,37,151.24,0.23,4.36,34.66,659.94,0.05,36.66,10,10,5,6,11,21,16,0.5061
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
4,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,2,0,0,5,3,6,3,0.8403
37,6,104,524.62,0.04,23.75,22.09,12459.65,0.17,692.2,29,0,4,19,14,69,35,0.1825
65,10,177,1008.98,0.03,29.17,34.59,29428.52,0.34,1634.92,51,3,7,25,27,114,63,0.2064
52,2,227,981.08,0.01,86.33,11.36,84699.71,0.33,4705.54,36,3,10,14,6,153,74,0.251
17,2,78,400.08,0.1,9.75,41.03,3900.82,0.13,216.71,14,0,1,13,22,45,33,0.2651
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
8,4,22,89.92,0.18,5.71,15.74,513.85,0.03,28.55,6,0,0,10,7,14,8,0.3881
12,3,45,187.65,0.15,6.8,27.6,1276,0.06,70.89,9,0,1,8,10,28,17,0.3286
9,4,25,104.25,0.13,8,13.03,833.99,0.03,46.33,7,0,0,12,6,17,8,0.369
37,5,134,744.31,0.09,10.63,70.03,7911,0.25,439.5,25,4,6,12,35,72,62,0.305
27,9,128,661.75,0.03,30,22.06,19852.51,0.22,1102.92,22,0,3,18,18,68,60,0.1976
22,3,46,205.13,0.08,13,15.78,2666.74,0.07,148.15,13,1,6,13,9,28,18,0.3512
5,1,17,60.94,0.29,3.5,17.41,213.31,0.02,11.85,3,0,0,6,6,10,7,0.4696
41,6,105,538.57,0.05,19.83,27.16,10681.73,0.18,593.43,30,2,4,17,18,63,42,0.2629
14,2,13,39,0.5,2,19.5,78,0.01,4.33,7,4,1,4,4,9,4,0.5853
20,4,31,131.69,0.15,6.86,19.2,902.99,0.04,50.17,15,0,3,12,7,23,8,0.2897
10,1,12,39.86,0.21,4.67,8.54,186.03,0.01,10.33,4,1,3,7,3,8,4,0.5154
34,5,79,428.67,0.11,8.84,48.5,3789.18,0.14,210.51,25,1,6,15,28,46,33,0.2642
8,3,18,64.53,0.18,5.6,11.52,361.36,0.02,20.08,6,0,0,7,5,10,8,0.3995
14,2,20,74.01,0.4,2.5,29.6,185.02,0.02,10.28,8,2,2,5,8,12,8,0.4539
16,5,55,229.35,0.06,17.29,13.27,3964.41,0.08,220.24,12,0,2,11,7,33,22,0.2926
19,2,45,203.56,0.1,9.75,20.88,1984.71,0.07,110.26,12,0,4,13,10,30,15,0.3002
45,8,133,702.96,0.03,29.12,24.14,20468.5,0.23,1137.14,35,2,5,22,17,88,45,0.2375
46,10,115,569.73,0.02,47.25,12.06,26919.86,0.19,1495.55,30,7,7,21,10,70,45,0.3238
4,2,16,62.51,0.25,4,15.63,250.04,0.02,13.89,2,0,0,8,7,9,7,0.5059
10,2,21,79.95,0.16,6.3,12.69,503.71,0.03,27.98,8,0,0,9,5,14,7,0.3671
32,6,95,451.71,0.06,15.47,29.2,6987.46,0.15,388.19,26,0,4,11,16,50,45,0.1974
19,4,55,248.8,0.08,12.38,20.1,3078.85,0.08,171.05,14,0,3,11,12,28,27,0.2768
25,5,86,466.66,0.09,11.26,41.45,5254.23,0.16,291.9,21,0,2,16,27,48,38,0.218
18,4,52,247.25,0.1,10,24.73,2472.54,0.08,137.36,15,0,1,12,15,27,25,0.2705
14,2,43,191.76,0.13,8,23.97,1534.04,0.06,85.22,9,0,2,11,11,27,16,0.3293
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
44,9,129,620.15,0.03,30,20.67,18604.46,0.21,1033.57,36,0,5,15,13,77,52,0.1529
15,1,68,330.34,0.09,11.67,28.32,3854,0.11,214.11,10,0,3,14,15,43,25,0.3041
143,53,344,2023.63,0.04,23.48,86.2,47507.1,0.67,2639.28,120,9,12,17,42,228,116,0.1139
5,1,9,27,0.4,2.5,10.8,67.5,0.01,3.75,3,0,0,5,3,6,3,0.8019
17,2,33,134.89,0.19,5.25,25.69,708.15,0.04,39.34,11,0,4,7,10,18,15,0.321
56,3,201,1030.99,0.04,25.33,40.7,26118.31,0.34,1451.02,39,3,11,14,21,125,76,0.2406
37,1,133,717.18,0.13,7.65,93.78,5484.3,0.24,304.68,31,2,2,8,34,68,65,0.2578
19,6,79,383.78,0.05,18.75,20.47,7195.88,0.13,399.77,14,0,3,15,14,44,35,0.261
49,6,116,608.76,0.06,16.36,37.2,9961.52,0.2,553.42,40,2,5,16,22,71,45,0.232
15,2,24,91.38,0.15,6.67,13.71,609.18,0.03,33.84,9,0,4,8,6,14,10,0.3519
30,2,68,326.9,0.13,7.58,43.13,2477.56,0.11,137.64,18,6,4,9,19,36,32,0.3895
28,4,92,432.44,0.04,27.2,15.9,11762.38,0.14,653.47,22,1,3,16,10,58,34,0.2774
55,10,157,777.81,0.03,38.86,20.02,30223.43,0.26,1679.08,42,9,1,17,14,93,64,0.3003
17,2,56,272.05,0.16,6.32,43.07,1718.19,0.09,95.46,13,0,1,10,19,32,24,0.2838
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
14,2,50,229.25,0.14,7.2,31.84,1650.59,0.08,91.7,10,0,2,9,15,26,24,0.3139
5,1,9,25.27,0.38,2.67,9.47,67.38,0.01,3.74,3,0,0,4,3,5,4,0.8042
30,11,136,686.04,0.03,31.89,21.51,21879.7,0.23,1215.54,25,0,3,19,14,89,47,0.1817
11,1,53,221.01,0.13,7.6,29.08,1679.65,0.07,93.31,8,0,1,8,10,34,19,0.3375
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
48,12,151,803.61,0.03,36.47,22.03,29310.66,0.27,1628.37,36,4,6,21,19,85,66,0.2587
17,3,32,96,0.11,9.17,10.47,880,0.03,48.89,12,0,3,5,3,21,11,0.3218
21,4,50,235.02,0.07,14.32,16.41,3365.09,0.08,186.95,13,2,4,15,11,29,21,0.3701
54,6,78,347.84,0.08,13,26.76,4521.86,0.12,251.21,36,9,7,11,11,52,26,0.3448
19,3,52,244.42,0.06,17.6,13.89,4301.84,0.08,238.99,13,1,3,16,10,30,22,0.3459
21,3,60,294.41,0.1,9.94,29.62,2926.82,0.1,162.6,17,3,1,13,17,34,26,0.3574
22,4,51,212.67,0.09,11.5,18.49,2445.66,0.07,135.87,19,0,1,9,9,28,23,0.2527
54,7,137,738.75,0.04,24.37,30.31,18002.96,0.25,1000.16,44,1,4,19,23,78,59,0.1914
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
4,1,10,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,5,4,6,4,0.5901
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
32,8,94,470,0.06,17,27.65,7990,0.16,443.89,28,0,1,17,15,64,30,0.1865
16,5,68,288.86,0.04,23.14,12.48,6685.02,0.1,371.39,13,0,1,12,7,41,27,0.278
22,4,67,303.08,0.13,7.73,39.19,2343.81,0.1,130.21,16,0,2,8,15,38,29,0.2582
21,2,53,246.12,0.08,12.73,19.34,3132.49,0.08,174.03,11,4,4,14,11,33,20,0.4204
26,6,57,257.83,0.06,17.11,15.07,4411.98,0.09,245.11,22,0,4,14,9,35,22,0.2303
40,3,180,874.44,0.04,27.18,32.18,23764.1,0.29,1320.23,24,4,7,12,17,103,77,0.3066
29,2,88,483.28,0.09,11.31,42.73,5466.1,0.16,303.67,23,3,3,16,29,47,41,0.315
8,1,22,85.95,0.36,2.75,31.26,236.37,0.03,13.13,5,0,1,5,10,11,11,0.4107
9,1,10,31.7,0.33,3,10.57,95.1,0.01,5.28,2,4,1,6,3,7,3,0.6603
42,6,61,283.28,0.11,9.23,30.69,2614.85,0.09,145.27,37,0,3,12,13,41,20,0.1781
36,4,106,552.2,0.07,14.61,37.8,8066.95,0.18,448.16,27,3,4,14,23,58,48,0.2931
10,1,38,155.32,0.17,5.95,26.1,924.18,0.05,51.34,8,0,0,7,10,21,17,0.3482
69,4,298,1730.59,0.04,22.32,77.55,38621.74,0.58,2145.65,59,3,4,15,41,176,122,0.1843
13,1,37,148,0.19,5.4,27.41,799.2,0.05,44.4,11,0,0,6,10,19,18,0.3195
47,2,51,250.25,0.07,13.71,18.25,3432.02,0.08,190.67,16,21,4,16,14,27,24,0.5045
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
5,1,16,55.35,0.5,2,27.68,110.7,0.02,6.15,3,0,0,4,7,9,7,0.4725
4,1,15,55.51,0.2,5,11.1,277.53,0.02,15.42,2,0,0,10,3,12,3,0.5108
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
10,3,22,85.95,0.12,8.25,10.42,709.1,0.03,39.39,7,0,1,9,6,11,11,0.3762
8,1,18,66.61,0.4,2.5,26.64,166.52,0.02,9.25,4,0,0,5,8,10,8,0.4396
9,2,52,235.23,0.1,10.08,23.33,2371.85,0.08,131.77,6,0,1,11,12,30,22,0.3615
11,4,26,106.27,0.11,9.17,11.59,974.18,0.04,54.12,7,0,2,11,6,16,10,0.3684
14,4,31,133.98,0.1,10.21,13.12,1368.51,0.04,76.03,9,0,3,14,7,23,11,0.3375
9,2,18,68.53,0.19,5.33,12.85,365.51,0.02,20.31,5,0,2,8,6,10,8,0.4163
18,4,46,198.81,0.12,8.18,24.3,1626.62,0.07,90.37,12,3,1,9,11,26,20,0.401
222,6,718,4830.65,0.03,36.93,130.81,178388.89,1.61,9910.49,123,60,36,22,84,436,282,0.2703
16,1,41,177.2,0.13,7.5,23.63,1328.99,0.06,73.83,9,1,4,10,10,26,15,0.3932
90,9,365,1980.59,0.03,36.62,54.09,72522.48,0.66,4029.03,72,4,10,13,30,196,169,0.1696
17,5,30,129.66,0.12,8.25,15.72,1069.68,0.04,59.43,10,0,1,12,8,19,11,0.3272
25,6,124,625.5,0.05,19.58,31.94,12249.47,0.21,680.53,18,1,4,15,18,77,47,0.2825
34,7,86,383.51,0.04,24.56,15.62,9417.33,0.13,523.17,26,1,4,13,9,52,34,0.2612
8,4,25,100,0.17,5.79,17.28,578.57,0.03,32.14,5,0,1,9,7,16,9,0.4021
6,1,12,39.86,0.4,2.5,15.95,99.66,0.01,5.54,3,0,1,5,5,7,5,0.4835
24,2,88,477.51,0.15,6.87,69.46,3282.89,0.16,182.38,19,0,3,11,32,48,40,0.2308
5,1,7,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,1,5,2,5,2,0.905
17,3,53,252.01,0.08,12.92,19.5,3256.73,0.08,180.93,10,2,3,14,13,29,24,0.3941
47,12,122,684.99,0.06,16.9,40.54,11574.05,0.23,643,44,0,2,20,29,73,49,0.1268
19,1,63,280.94,0.13,7.92,35.49,2224.14,0.09,123.56,12,0,4,10,12,44,19,0.2918
24,2,75,371.56,0.07,14.4,25.8,5350.53,0.12,297.25,17,0,5,16,15,48,27,0.2489
29,3,83,422.26,0.05,18.37,22.99,7755.5,0.14,430.86,20,0,5,19,15,54,29,0.2283
31,13,106,504.02,0.05,21.25,23.72,10710.38,0.17,595.02,25,0,4,15,12,74,34,0.1883
15,7,77,327.09,0.04,24.75,13.22,8095.49,0.11,449.75,14,0,1,11,8,41,36,0.2645
122,22,870,4858.92,0.01,83.59,58.13,406148.33,1.62,22563.8,106,0,13,14,34,464,406,0
14,1,64,314.04,0.16,6.21,50.54,1951.54,0.1,108.42,8,0,3,9,21,35,29,0.3268
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
11,3,36,152.93,0.09,11.69,13.08,1787.32,0.05,99.3,8,0,1,11,8,19,17,0.346
27,4,110,568.69,0.04,27.38,20.77,15572.12,0.19,865.12,23,0,4,19,17,61,49,0.2047
18,2,65,276.12,0.06,17.87,15.45,4935.56,0.09,274.2,15,0,1,11,8,39,26,0.2698
25,5,81,408.6,0.06,15.42,26.5,6299.19,0.14,349.95,22,0,1,15,18,44,37,0.2176
104,7,243,1463.44,0.03,31.62,46.28,46271.52,0.49,2570.64,43,4,55,27,38,154,89,0.2304
21,5,72,342.35,0.08,13.2,25.94,4519.05,0.11,251.06,18,0,1,12,15,39,33,0.242
62,8,113,597.25,0.04,27.82,21.47,16617.61,0.2,923.2,32,7,17,22,17,70,43,0.3189
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
13,2,25,92.51,0.29,3.44,26.91,318.01,0.03,17.67,11,0,0,5,8,14,11,0.3325
25,5,105,538.57,0.09,11.69,46.08,6294.59,0.18,349.7,21,0,2,11,24,54,51,0.2136
14,2,21,77.71,0.21,4.67,16.65,362.64,0.03,20.15,11,0,1,7,6,13,8,0.3378
25,7,68,336.89,0.04,23.64,14.25,7962.74,0.11,442.37,17,0,6,20,11,42,26,0.2452
54,9,176,1008.11,0.03,29.13,34.6,29369.72,0.34,1631.65,47,2,3,23,30,100,76,0.1973
150,18,393,2349.07,0.02,41.25,56.95,96899.18,0.78,5383.29,110,23,10,21,42,228,165,0.2395
5,1,12,41.51,0.29,3.5,11.86,145.3,0.01,8.07,3,0,0,7,4,8,4,0.4813
130,2,404,2616.2,0.06,18.01,145.24,47126.42,0.87,2618.13,107,2,19,14,75,211,193,0.0998
5,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,1,3,2,3,2,1
18,5,41,182.84,0.11,9.5,19.25,1736.95,0.06,96.5,16,0,2,11,11,22,19,0.2722
31,4,76,386.65,0.06,16,24.17,6186.35,0.13,343.69,18,4,7,17,17,44,32,0.3574
18,1,12,33.69,0.53,1.88,17.97,63.17,0.01,3.51,4,10,2,3,4,7,5,0.959
34,3,95,446.54,0.08,12.81,34.85,5721.32,0.15,317.85,16,0,16,10,16,54,41,0.2478
12,2,35,148.68,0.17,5.82,25.55,865.03,0.05,48.06,9,0,1,8,11,19,16,0.3371
7,1,12,41.51,0.33,3,13.84,124.54,0.01,6.92,4,1,0,6,5,7,5,0.5142
34,4,74,351.86,0.09,10.66,33.02,3749.53,0.12,208.31,26,0,5,11,16,43,31,0.2077
60,4,163,829.26,0.04,26.67,31.1,22113.51,0.28,1228.53,48,0,10,16,18,103,60,0.1235
18,7,92,479.27,0.1,10.32,46.44,4946.06,0.16,274.78,16,0,0,12,25,49,43,0.2402
18,2,59,280.54,0.06,17,16.5,4769.15,0.09,264.95,10,0,5,17,10,39,20,0.3078
47,2,131,682.44,0.07,15.22,44.85,10384.93,0.23,576.94,33,3,7,14,23,81,50,0.2703
25,9,94,456.65,0.06,15.84,28.82,7235.05,0.15,401.95,13,3,5,13,16,55,39,0.3614
7,2,34,144.43,0.14,7.22,20,1043.09,0.05,57.95,4,0,1,10,9,21,13,0.4148
44,4,131,706.39,0.06,16.32,43.28,11528.34,0.24,640.46,27,0,9,17,25,83,48,0.1829
11,2,38,166.91,0.22,4.5,37.09,751.09,0.06,41.73,9,0,0,7,14,20,18,0.3335
26,6,106,560.25,0.06,16,35.02,8964.04,0.19,498,21,0,3,16,23,60,46,0.2111
120,15,288,1836.01,0.03,33.11,55.45,60796.23,0.61,3377.57,85,12,12,30,53,171,117,0.2227
22,3,108,549.45,0.03,30,18.31,16483.38,0.18,915.74,18,0,2,20,14,66,42,0.2303
14,4,44,206.82,0.1,10.4,19.89,2150.92,0.07,119.5,10,0,2,16,10,31,13,0.3143
7,1,13,44.97,0.19,5.33,8.43,239.85,0.01,13.33,4,0,1,8,3,9,4,0.4516
4,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,4,3,4,3,0.9345
20,2,54,247.59,0.12,8.21,30.14,2033.76,0.08,112.99,12,2,4,10,14,31,23,0.3788
7,1,13,41.21,0.32,3.12,13.19,128.78,0.01,7.15,5,0,0,5,4,8,5,0.4331
44,7,111,549.92,0.09,11.55,47.61,6351.53,0.18,352.86,34,4,4,11,20,69,42,0.2824
54,4,161,873.63,0.06,16.34,53.47,14274.47,0.29,793.03,31,11,10,15,28,100,61,0.3488
12,2,26,98.99,0.13,8,12.37,791.93,0.03,44,9,0,1,8,6,14,12,0.3494
21,3,44,215.9,0.07,13.5,15.99,2914.69,0.07,161.93,19,0,0,18,12,26,18,0.2536
15,5,44,199.04,0.09,11.7,17.01,2328.73,0.07,129.37,11,0,2,13,10,26,18,0.3051
82,9,126,683.71,0.13,7.56,90.41,5170.55,0.23,287.25,45,25,10,11,32,82,44,0.3803
90,2,289,1587.15,0.05,21.82,72.74,34628.63,0.53,1923.81,61,3,18,12,33,169,120,0.1865
17,2,37,162.52,0.2,4.92,33.01,800.08,0.05,44.45,13,0,2,8,13,21,16,0.2995
25,7,85,428.77,0.07,14.74,29.1,6318.77,0.14,351.04,21,0,2,14,19,45,40,0.2178
17,3,34,141.78,0.21,4.77,29.71,676.67,0.05,37.59,13,0,2,7,11,19,15,0.3023
13,3,32,130.8,0.19,5.33,24.52,697.59,0.04,38.76,11,0,0,8,9,20,12,0.3206
31,1,120,509.75,0.05,20.25,25.17,10322.46,0.17,573.47,24,0,5,9,10,75,45,0.208
17,2,38,136.23,0.08,12,11.35,1634.74,0.05,90.82,10,2,2,8,4,26,12,0.4142
6,1,9,27,0.5,2,13.5,54,0.01,3,3,0,0,4,4,5,4,0.8424
51,5,98,498.57,0.08,12.6,39.57,6282,0.17,349,27,17,4,14,20,62,36,0.4127
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
16,4,36,167.18,0.1,10.18,16.42,1702.18,0.06,94.57,14,0,2,14,11,20,16,0.2889
16,2,34,149.34,0.18,5.63,26.55,840.03,0.05,46.67,10,0,2,9,12,19,15,0.3269
5,1,12,41.51,0.25,4,10.38,166.05,0.01,9.23,3,0,0,8,3,9,3,0.4813
19,2,52,241.48,0.21,4.86,49.68,1173.86,0.08,65.2,14,0,3,7,18,27,25,0.2804
10,4,29,125.34,0.12,8.25,15.19,1034.02,0.04,57.45,8,0,0,12,8,18,11,0.3507
22,1,58,272.63,0.14,7.19,37.93,1959.5,0.09,108.86,14,0,6,10,16,35,23,0.2781
32,10,201,1145.79,0.04,25.62,44.71,29360.83,0.38,1631.16,19,5,4,20,32,119,82,0.3241
26,3,87,369.57,0.06,17.78,20.79,6570.13,0.12,365.01,22,0,2,10,9,55,32,0.2233
24,5,100,504.44,0.07,13.71,36.78,6918.03,0.17,384.33,21,0,1,12,21,52,48,0.2156
56,6,149,849.37,0.06,17,49.96,14439.21,0.28,802.18,48,2,4,17,35,79,70,0.2046
14,4,46,205.13,0.08,13.2,15.54,2707.77,0.07,150.43,9,0,3,12,10,24,22,0.3246
37,6,60,297.25,0.05,19.79,15.02,5883.11,0.1,326.84,21,10,4,19,12,35,25,0.4085
4,1,9,27,0.5,2,13.5,54,0.01,3,2,0,0,4,4,5,4,0.8808
15,2,41,180.09,0.08,13,13.85,2341.11,0.06,130.06,12,0,3,13,8,25,16,0.304
5,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,1,3,1,3,1,1
10,2,27,112.59,0.11,9,12.51,1013.29,0.04,56.29,7,0,1,12,6,18,9,0.3693
14,4,28,121.01,0.11,9.29,13.03,1123.7,0.04,62.43,10,0,2,13,7,18,10,0.3306
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
80,8,353,2198.77,0.04,26.21,83.89,57631,0.73,3201.72,62,9,9,18,57,187,166,0.2345
5,1,16,50.72,0.17,6,8.45,304.31,0.02,16.91,3,0,0,6,3,10,6,0.4752
22,5,65,322.02,0.07,15.23,21.14,4904.65,0.11,272.48,17,0,3,18,13,43,22,0.2493
24,4,70,332.84,0.09,10.66,31.23,3546.85,0.11,197.05,20,0,1,11,16,39,31,0.2342
64,6,184,1063.77,0.05,20.85,51.03,22176.65,0.35,1232.04,41,14,6,19,36,105,79,0.3328
4,1,16,59.21,0.25,4,14.8,236.83,0.02,13.16,2,0,0,8,5,11,5,0.5089
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
60,7,166,889.35,0.05,21.35,41.66,18984.28,0.3,1054.68,37,8,11,15,26,92,74,0.3037
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
142,5,338,2160.6,0.06,15.5,139.39,33489.35,0.72,1860.52,111,0,29,14,70,183,155,0.0136
5,1,15,47.55,0.2,5,9.51,237.74,0.02,13.21,3,0,0,6,3,10,5,0.4771
35,8,146,787.28,0.07,14.79,53.22,11646.29,0.26,647.02,25,2,5,13,29,80,66,0.266
19,8,207,1116.21,0.03,34,32.83,37951.13,0.37,2108.4,11,0,3,24,18,156,51,0.2487
30,8,131,706.39,0.07,14,50.46,9889.51,0.24,549.42,28,0,0,14,28,75,56,0.1741
25,3,72,349.77,0.1,10.24,34.17,3580.05,0.12,198.89,21,0,2,12,17,43,29,0.2294
76,6,177,928.88,0.02,41.11,22.59,38187.42,0.31,2121.52,47,10,13,20,18,103,74,0.2975
4,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,4,0,0,4,3,4,3,0.8689
18,4,48,220.08,0.07,14,15.72,3081.09,0.07,171.17,15,0,1,14,10,28,20,0.274
11,5,41,170.97,0.11,9.5,18,1624.19,0.06,90.23,10,0,1,9,9,22,19,0.3188
6,1,12,41.51,0.29,3.5,11.86,145.3,0.01,8.07,3,0,0,7,4,8,4,0.4813
14,1,23,89.86,0.33,3,29.95,269.58,0.03,14.98,9,0,3,5,10,11,12,0.3537
4,1,6,15.51,0.4,2.5,6.2,38.77,0.01,2.15,2,0,0,5,1,5,1,0.9433
16,2,38,140.62,0.11,9.33,15.07,1312.42,0.05,72.91,13,0,1,7,6,22,16,0.3039
161,34,367,1611.98,0.01,112.13,14.38,180743.31,0.54,10041.3,114,16,29,13,8,229,138,0.1965
25,3,102,523.19,0.09,11.23,46.6,5873.96,0.17,326.33,22,0,1,13,22,64,38,0.2128
20,2,77,398.08,0.09,11.14,35.75,4433.21,0.13,246.29,17,0,3,14,22,42,35,0.2468
5,1,15,51.89,0.34,2.92,17.79,151.35,0.02,8.41,3,0,0,5,6,8,7,0.4745
18,8,52,216.84,0.06,16,13.55,3469.38,0.07,192.74,16,0,0,12,6,36,16,0.263
32,4,73,368.24,0.12,8.25,44.64,3037.99,0.12,168.78,24,1,3,11,22,40,33,0.274
23,5,60,285.29,0.11,9.2,31.01,2624.7,0.1,145.82,18,0,3,12,15,37,23,0.2475
19,5,62,310,0.08,12.79,24.23,3966.18,0.1,220.34,16,0,1,15,17,33,29,0.2562
7,2,15,55.51,0.18,5.63,9.87,312.22,0.02,17.35,5,0,0,9,4,10,5,0.4227
25,3,43,185.84,0.2,5.12,36.33,950.66,0.06,52.81,18,0,5,7,13,24,19,0.2633
22,1,51,212.67,0.17,6,35.44,1276,0.07,70.89,11,4,5,6,12,27,24,0.4262
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
10,4,29,120.93,0.14,7.07,17.1,855.13,0.04,47.51,7,0,1,11,7,20,9,0.3645
4,1,5,11.61,0.67,1.5,7.74,17.41,0,0.97,2,0,0,3,2,3,2,1
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
16,6,61,267.93,0.05,21.25,12.61,5693.54,0.09,316.31,13,0,1,15,6,44,17,0.2789
44,11,252,1517.64,0.03,30.39,49.93,46125.32,0.51,2562.52,40,0,4,23,42,141,111,0.113
6,1,8,20.68,0.67,1.5,13.79,31.02,0.01,1.72,3,0,1,3,3,5,3,0.9194
26,4,65,330.69,0.09,11.11,29.76,3674.28,0.11,204.13,18,0,6,16,18,40,25,0.2444
136,31,457,2688.37,0.01,70.91,37.91,190629.72,0.9,10590.54,113,0,21,26,33,277,180,0
4,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,4,3,4,3,0.9345
8,1,20,69.19,0.19,5.4,12.81,373.62,0.02,20.76,4,0,2,6,5,11,9,0.4385
12,1,42,164.09,0.19,5.33,30.77,875.14,0.05,48.62,8,0,0,6,9,26,16,0.3466
7,1,14,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,6,5,8,6,0.4493
12,2,27,105.49,0.33,3,35.16,316.46,0.04,17.58,10,0,0,6,9,18,9,0.3375
20,5,69,312.13,0.07,13.75,22.7,4291.73,0.1,238.43,13,1,4,11,12,39,30,0.3358
185,19,760,4719.18,0.02,64.06,73.65,302377.38,1.57,16798.74,158,3,20,20,54,414,346,0.0403
6,1,14,46.51,0.33,3,15.5,139.52,0.02,7.75,3,0,1,5,5,8,6,0.4778
15,1,39,165.67,0.14,7.22,22.94,1196.5,0.06,66.47,9,0,4,10,9,26,13,0.3351
14,1,46,208.08,0.2,5.07,41.07,1054.29,0.07,58.57,9,0,3,8,15,27,19,0.3282
7,2,15,51.89,0.19,5.33,9.73,276.75,0.02,15.38,5,0,0,8,3,11,4,0.4247
4,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,3,1,3,1,1
32,5,101,490.66,0.06,15.44,31.78,7574.5,0.16,420.81,21,3,2,13,16,63,38,0.3191
8,2,10,30,0.4,2.5,12,75,0.01,4.17,6,0,0,5,3,7,3,0.4991
31,11,82,341.93,0.03,36.4,9.39,12446.39,0.11,691.47,21,7,1,13,5,54,28,0.3717
10,2,26,108.42,0.14,7,15.49,758.93,0.04,42.16,6,0,0,12,6,19,7,0.3851
33,5,65,305.53,0.05,20,15.28,6110.57,0.1,339.48,26,0,5,16,10,40,25,0.2106
25,2,66,320.63,0.08,11.78,27.22,3777.38,0.11,209.85,20,1,4,13,16,37,29,0.2982
56,5,174,982.03,0.06,16.93,58.01,16624.38,0.33,923.58,49,0,5,15,35,95,79,0.1151
15,4,25,102.19,0.29,3.5,29.2,357.65,0.03,19.87,10,1,2,7,10,15,10,0.3959
25,3,59,263.11,0.09,11.5,22.88,3025.72,0.09,168.1,20,0,3,11,11,36,23,0.2427
59,8,100,504.44,0.06,15.83,31.86,7986.96,0.17,443.72,40,6,11,15,18,62,38,0.2926
4,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,4,3,4,3,0.9345
8,1,22,83.76,0.36,2.78,30.15,232.67,0.03,12.93,5,0,1,5,9,12,10,0.4115
4,1,8,24,0.33,3,8,72,0.01,4,2,0,0,6,2,6,2,0.6203
12,3,29,125.34,0.1,10.21,12.27,1280.22,0.04,71.12,8,0,2,13,7,18,11,0.3521
24,5,73,361.66,0.08,12.8,28.25,4629.2,0.12,257.18,14,0,3,16,15,49,24,0.2641
24,1,129,632.99,0.09,10.73,59.01,6790.24,0.21,377.24,14,0,4,8,22,70,59,0.2525
10,1,16,57.36,0.29,3.5,16.39,200.76,0.02,11.15,5,0,3,6,6,9,7,0.423
69,5,265,1595.93,0.04,25.4,62.83,40540.03,0.53,2252.22,61,0,6,19,46,142,123,0.0795
44,6,144,668.72,0.03,37.33,17.91,24965.37,0.22,1386.97,33,0,8,16,9,102,42,0.1629
43,5,191,1042.75,0.05,20.77,50.21,21654.47,0.35,1203.03,36,0,7,14,30,102,89,0.1425
90,4,435,2692.57,0.04,27.55,97.74,74172.78,0.9,4120.71,46,22,18,20,53,289,146,0.3332
